,ic_id,ic_step,ic_maker,ic_category,ic_type1,ic_type2,ic_data,ic_time
857,21155,step4,apple,iphoneSE,스페이스 그레이,all,35,20210405114318
858,21154,step4,apple,iphoneSE,로즈골드,all,77,20210405114318
859,21152,step4,apple,iphoneSE,실버,all,17,20210405114318
860,26488,step3,lg,LG Q31,32,,10,20210405114318
861,27379,step4,samsung,Galaxy Fold,스페이스 실버,512,4,20210405114318
862,26487,step2,lg,LG Q31,LG Q31,,31,20210405114318
863,25192,step4,apple,iphone6s Plus,로즈골드,all,8,20210405114318
864,27501,step4,apple,iphone7 Plus,제트블랙,all,7,20210405114318
865,21147,step3,apple,iphoneSE,128,,27,20210405114318
866,28620,step4,lg,X401,블랙,16,1,20210405114318
867,21146,step4,apple,iphoneSE,스페이스 그레이,64,21,20210405114318
868,21145,step4,apple,iphoneSE,로즈골드,64,51,20210405114318
869,28431,step4,apple,iphone11,그린,256,2,20210405114318
870,21142,step3,apple,iphoneSE,64,,150,20210405114318
871,26482,step2,lg,G2,G2,,17,20210405114318
872,26483,step2,lg,Q7 Plus,Q7 Plus,,3,20210405114318
873,26480,step3,lg,G6 ThinQ,64,,29,20210405114318
874,25190,step4,apple,iphone6s,골드,64,17,20210405114318
875,25191,step4,apple,iphone6s Plus,로즈골드,64,4,20210405114318
876,27411,step4,apple,iphone6 Plus,실버,all,3,20210405114318
877,26465,step4,samsung,Galaxy A8 Star,블랙,all,9,20210405114318
878,26467,step2,samsung,Galaxy A6 2018,Galaxy A6 2018,,16,20210405114318
879,26468,step3,samsung,Galaxy A6 2018,32,,12,20210405114318
880,26469,step4,samsung,Galaxy A7 2018,블랙,64,6,20210405114318
881,26470,step4,samsung,Galaxy A7 2018,블루,64,9,20210405114318
882,21131,step2,apple,iphoneSE,iphoneSE,,282,20210405114318
883,21128,step4,apple,iphone7 Plus,블랙,all,26,20210405114318
884,21127,step4,apple,iphone7 Plus,로즈골드,all,9,20210405114318
885,25861,step2,lg,Q9 One,Q9 One,,14,20210405114318
886,26478,step4,samsung,Galaxy Fold,코스모스 블랙,512,5,20210405114318
887,25886,step4,apple,iphone11 Pro Max,골드,512,3,20210405114318
888,27409,step4,apple,iphone6s Plus,실버,all,3,20210405114318
889,24992,step4,samsung,Galaxy S20,코스믹 그레이,128,20,20210405114318
890,26477,step4,samsung,Galaxy A10e,화이트,all,11,20210405114318
891,21121,step4,apple,iphone7 Plus,블랙,128,21,20210405114318
892,25591,step4,samsung,Galaxy A7 2018,블루,all,10,20210405114318
893,21118,step3,apple,iphone7 Plus,128,,53,20210405114318
894,26374,step4,apple,iphone8 Plus,RED,64,24,20210405114318
895,28619,step3,lg,X401,16,,1,20210405114318
896,21113,step2,apple,iphone7 Plus,iphone7 Plus,,81,20210405114318
897,26474,step2,samsung,Galaxy A7 2016,Galaxy A7 2016,,15,20210405114318
898,21111,step4,apple,iphone7,제트블랙,all,30,20210405114318
899,21110,step4,apple,iphone7,블랙,all,255,20210405114318
900,21109,step4,apple,iphone7,로즈골드,all,73,20210405114318
901,21108,step4,apple,iphone7,골드,all,16,20210405114318
902,22732,step4,apple,iphone6s,스페이스 그레이,32,13,20210405114318
903,21107,step4,apple,iphone7,실버,all,37,20210405114318
904,23391,step4,apple,iphoneXs Max,스페이스 그레이,256,20,20210405114318
905,26473,step3,samsung,Galaxy A5 2017,32,,14,20210405114318
906,26472,step2,samsung,Galaxy A5 2017,Galaxy A5 2017,,28,20210405114318
907,26471,step4,samsung,Galaxy A7 2018,블랙,all,6,20210405114318
908,26464,step4,samsung,Galaxy A8 Star,블랙,64,8,20210405114318
909,21099,step4,apple,iphone7,제트블랙,128,25,20210405114318
910,21098,step4,apple,iphone7,블랙,128,110,20210405114318
911,21097,step4,apple,iphone7,로즈골드,128,38,20210405114318
912,21096,step4,apple,iphone7,골드,128,7,20210405114318
913,21094,step3,apple,iphone7,128,,288,20210405114318
914,25752,step4,samsung,GalaxyS9,폴라리스 블루,64,23,20210405114318
915,26463,step4,samsung,Galaxy A30,화이트,all,58,20210405114318
916,25582,step4,samsung,Galaxy S20 Ultra,코스믹 그레이,all,12,20210405114318
917,21091,step4,apple,iphone7,블랙,32,111,20210405114318
918,21090,step4,apple,iphone7,로즈골드,32,23,20210405114318
919,21087,step3,apple,iphone7,32,,215,20210405114318
920,26462,step4,samsung,Galaxy A30,화이트,32,39,20210405114318
921,26461,step4,samsung,Galaxy J4 Plus,블랙,all,17,20210405114318
922,21086,step2,apple,iphone7,iphone7,,629,20210405114318
923,26459,step3,samsung,Galaxy J4 Plus,32,,21,20210405114318
924,26460,step4,samsung,Galaxy J4 Plus,블랙,32,13,20210405114318
925,21083,step4,apple,iphone8 Plus,골드,all,34,20210405114318
926,21084,step4,apple,iphone8 Plus,스페이스 그레이,all,22,20210405114318
927,21082,step4,apple,iphone8 Plus,실버,all,22,20210405114318
928,27500,step4,apple,iphone7 Plus,제트블랙,128,5,20210405114318
929,28159,step4,samsung,GalaxyNoteFE,블랙 오닉스,all,1,20210405114318
930,28519,step4,lg,V40 ThinQ,뉴 플래티넘 그레이,128,2,20210405114318
931,26401,step3,apple,iphone5,16,,5,20210405114318
932,21077,step3,apple,iphone8 Plus,256,,53,20210405114318
933,26458,step2,samsung,Galaxy J4 Plus,Galaxy J4 Plus,,39,20210405114318
934,21074,step4,apple,iphone8 Plus,골드,64,22,20210405114318
935,21072,step3,apple,iphone8 Plus,64,,160,20210405114318
936,21071,step2,apple,iphone8 Plus,iphone8 Plus,,245,20210405114318
937,21067,step4,apple,iphone8,실버,all,90,20210405114318
938,21068,step4,apple,iphone8,골드,all,90,20210405114318
939,21069,step4,apple,iphone8,스페이스 그레이,all,66,20210405114318
940,21070,step4,apple,iphone8,RED,all,68,20210405114318
941,27408,step3,apple,iphone6s Plus,128,,9,20210405114318
942,21064,step4,apple,iphone8,골드,256,30,20210405114318
943,25168,step3,apple,iphone6s,16,,15,20210405114318
944,21062,step3,apple,iphone8,256,,123,20210405114318
945,26424,step4,samsung,GalaxyS9,버건디 레드,all,8,20210405114318
946,21058,step4,apple,iphone8,스페이스 그레이,64,54,20210405114318
947,21059,step4,apple,iphone8,RED,64,51,20210405114318
948,22925,step4,apple,iphone8,RED,256,3,20210405114318
949,21057,step4,apple,iphone8,골드,64,54,20210405114318
950,21056,step4,apple,iphone8,실버,64,75,20210405114318
951,21055,step3,apple,iphone8,64,,483,20210405114318
952,21054,step2,apple,iphone8,iphone8,,723,20210405114318
953,21053,step4,apple,iphoneX,스페이스 그레이,all,69,20210405114318
954,21052,step4,apple,iphoneX,실버,all,102,20210405114318
955,21051,step4,apple,iphoneX,스페이스 그레이,256,29,20210405114318
956,21050,step4,apple,iphoneX,실버,256,32,20210405114318
957,21049,step3,apple,iphoneX,256,,123,20210405114318
958,21048,step4,apple,iphoneX,스페이스 그레이,64,34,20210405114318
959,21047,step4,apple,iphoneX,실버,64,63,20210405114318
960,21046,step3,apple,iphoneX,64,,221,20210405114318
961,26430,step2,samsung,GalaxyS5,GalaxyS5,,27,20210405114318
962,21045,step2,apple,iphoneX,iphoneX,,420,20210405114318
963,21043,step4,apple,iphoneXr,코럴,all,37,20210405114318
964,26429,step3,samsung,GalaxyS7,64,,26,20210405114318
965,21040,step4,apple,iphoneXr,화이트,all,115,20210405114318
966,21039,step4,apple,iphoneXr,블랙,all,89,20210405114318
967,26428,step4,samsung,GalaxyS9 Plus,버건디 레드,all,1,20210405114318
968,23264,step2,samsung,GalaxyNote20 Ultra  ,GalaxyNote20 Ultra  ,,256,20210405114318
969,26425,step4,samsung,GalaxyS9 Plus,코랄 블루,64,6,20210405114318
970,21034,step3,apple,iphoneXr,256,,15,20210405114318
971,26422,step4,samsung,GalaxyS9,버건디 레드,64,8,20210405114318
972,27592,step2,apple,iphone12,iphone12,,340,20210405114318
973,21030,step4,apple,iphoneXr,화이트,128,39,20210405114318
974,21029,step4,apple,iphoneXr,블랙,128,38,20210405114318
975,21028,step3,apple,iphoneXr,128,,140,20210405114318
976,21026,step4,apple,iphoneXr,코럴,64,24,20210405114318
977,26384,step4,apple,iphone7 Plus,RED,all,6,20210405114318
978,21024,step4,apple,iphoneXr,화이트,64,69,20210405114318
979,21023,step4,apple,iphoneXr,블랙,64,41,20210405114318
980,21022,step3,apple,iphoneXr,64,,205,20210405114318
981,21021,step2,apple,iphoneXr,iphoneXr,,417,20210405114318
982,21020,step4,apple,iphoneXs Max,스페이스 그레이,all,30,20210405114318
983,21019,step4,apple,iphoneXs Max,골드,all,52,20210405114318
984,28273,step3,samsung,GalaxyGrand2,16,,2,20210405114318
985,21018,step4,apple,iphoneXs Max,실버,all,33,20210405114318
986,25165,step4,samsung,Galaxy Z Flip,미러 블랙,256,9,20210405114318
987,22718,step4,apple,iphone8,실버,256,12,20210405114318
988,21014,step3,apple,iphoneXs Max,512,,11,20210405114318
989,28064,step4,samsung,Galaxy S21 Ultra,팬텀 블랙,512,3,20210405114318
990,21012,step4,apple,iphoneXs Max,골드,256,22,20210405114318
991,21011,step4,apple,iphoneXs Max,실버,256,14,20210405114318
992,26419,step4,samsung,GalaxyS10 Plus,프리즘 화이트,128,20,20210405114318
993,21010,step3,apple,iphoneXs Max,256,,81,20210405114318
994,21008,step4,apple,iphoneXs Max,골드,64,21,20210405114318
995,27494,step4,lg,LG Folder,골드,8,3,20210405114318
996,21007,step4,apple,iphoneXs Max,실버,64,14,20210405114318
997,21006,step3,apple,iphoneXs Max,64,,77,20210405114318
998,21005,step2,apple,iphoneXs Max,iphoneXs Max,,211,20210405114318
999,21004,step4,apple,iphoneXs,스페이스 그레이,all,93,20210405114318
