,id,it_category,it_maker,it_group,it_model,it_original_price,it_star,it_spec,it_color,it_storage,it_class,it_count,it_count_index,it_count_value
340,341,스마트폰,lg,lg,LG-D690,0,0,,골드,8,S,0,,
341,342,스마트폰,lg,lg,LG-D690,0,0,,골드,8,A,0,,
342,343,스마트폰,lg,lg,LG-D690,0,0,,골드,8,B,0,,
343,344,스마트폰,lg,lg,LG-D690,0,0,,골드,8,N,0,,
344,345,스마트폰,lg,lg,LG-D690,0,0,,N,8,S,0,,
345,346,스마트폰,lg,lg,LG-D690,0,0,,N,8,A,0,,
346,347,스마트폰,lg,lg,LG-D690,0,0,,N,8,B,0,,
347,348,스마트폰,lg,lg,LG-D690,0,0,,N,8,N,0,,
348,349,스마트폰,lg,lg,LG-D690,0,0,,블랙,N,S,0,,
349,350,스마트폰,lg,lg,LG-D690,0,0,,블랙,N,A,0,,
350,351,스마트폰,lg,lg,LG-D690,0,0,,블랙,N,B,0,,
351,352,스마트폰,lg,lg,LG-D690,0,0,,블랙,N,N,0,,
352,353,스마트폰,lg,lg,LG-D690,0,0,,화이트,N,S,0,,
353,354,스마트폰,lg,lg,LG-D690,0,0,,화이트,N,A,0,,
354,355,스마트폰,lg,lg,LG-D690,0,0,,화이트,N,B,0,,
355,356,스마트폰,lg,lg,LG-D690,0,0,,화이트,N,N,0,,
356,357,스마트폰,lg,lg,LG-D690,0,0,,골드,N,S,0,,
357,358,스마트폰,lg,lg,LG-D690,0,0,,골드,N,A,0,,
358,359,스마트폰,lg,lg,LG-D690,0,0,,골드,N,B,0,,
359,360,스마트폰,lg,lg,LG-D690,0,0,,골드,N,N,0,,
360,361,스마트폰,lg,lg,LG-D690,0,0,,N,N,S,0,,
361,362,스마트폰,lg,lg,LG-D690,0,0,,N,N,A,0,,
362,363,스마트폰,lg,lg,LG-D690,0,0,,N,N,B,0,,
363,364,스마트폰,lg,lg,LG-D690,0,0,,N,N,N,0,,
364,365,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,16,S,0,,
365,366,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,16,A,0,,
366,367,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,16,B,0,,
367,368,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,16,N,0,,
368,369,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,16,S,0,,
369,370,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,16,A,0,,
370,371,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,16,B,0,,
371,372,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,16,N,0,,
372,373,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,16,S,0,,
373,374,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,16,A,0,,
374,375,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,16,B,0,,
375,376,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,16,N,0,,
376,377,스마트폰,lg,g_series,LG-F460,0,0,,N,16,S,0,,
377,378,스마트폰,lg,g_series,LG-F460,0,0,,N,16,A,0,,
378,379,스마트폰,lg,g_series,LG-F460,0,0,,N,16,B,0,,
379,380,스마트폰,lg,g_series,LG-F460,0,0,,N,16,N,0,,
380,381,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,32,S,0,,
381,382,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,32,A,0,,
382,383,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,32,B,0,,
383,384,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,32,N,0,,
384,385,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,32,S,0,,
385,386,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,32,A,0,,
386,387,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,32,B,0,,
387,388,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,32,N,0,,
388,389,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,32,S,0,,
389,390,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,32,A,0,,
390,391,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,32,B,0,,
391,392,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,32,N,0,,
392,393,스마트폰,lg,g_series,LG-F460,0,0,,N,32,S,0,,
393,394,스마트폰,lg,g_series,LG-F460,0,0,,N,32,A,0,,
394,395,스마트폰,lg,g_series,LG-F460,0,0,,N,32,B,0,,
395,396,스마트폰,lg,g_series,LG-F460,0,0,,N,32,N,0,,
396,397,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,N,S,0,,
397,398,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,N,A,0,,
398,399,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,N,B,0,,
399,400,스마트폰,lg,g_series,LG-F460,0,0,,메탈릭 블랙,N,N,0,,
400,401,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,N,S,0,,
401,402,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,N,A,0,,
402,403,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,N,B,0,,
403,404,스마트폰,lg,g_series,LG-F460,0,0,,실크 화이트,N,N,0,,
404,405,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,N,S,0,,
405,406,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,N,A,0,,
406,407,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,N,B,0,,
407,408,스마트폰,lg,g_series,LG-F460,0,0,,샤인 골드,N,N,0,,
408,409,스마트폰,lg,g_series,LG-F460,0,0,,N,N,S,0,,
409,410,스마트폰,lg,g_series,LG-F460,0,0,,N,N,A,0,,
410,411,스마트폰,lg,g_series,LG-F460,0,0,,N,N,B,0,,
411,412,스마트폰,lg,g_series,LG-F460,0,0,,N,N,N,0,,
412,413,스마트폰,lg,g_series,LG-F500,0,0,,메탈릭 그레이,32,S,0,,
413,414,스마트폰,lg,g_series,LG-F500,0,0,,메탈릭 그레이,32,A,0,,
414,415,스마트폰,lg,g_series,LG-F500,0,0,,메탈릭 그레이,32,B,0,,
415,416,스마트폰,lg,g_series,LG-F500,0,0,,메탈릭 그레이,32,N,0,,
416,417,스마트폰,lg,g_series,LG-F500,0,0,,세라믹 화이트,32,S,0,,
417,418,스마트폰,lg,g_series,LG-F500,0,0,,세라믹 화이트,32,A,0,,
418,419,스마트폰,lg,g_series,LG-F500,0,0,,세라믹 화이트,32,B,0,,
419,420,스마트폰,lg,g_series,LG-F500,0,0,,세라믹 화이트,32,N,0,,
420,421,스마트폰,lg,g_series,LG-F500,0,0,,골드,32,S,0,,
421,422,스마트폰,lg,g_series,LG-F500,0,0,,골드,32,A,0,,
422,423,스마트폰,lg,g_series,LG-F500,0,0,,골드,32,B,0,,
423,424,스마트폰,lg,g_series,LG-F500,0,0,,골드,32,N,0,,
424,425,스마트폰,lg,g_series,LG-F500,0,0,,N,32,S,0,,
425,426,스마트폰,lg,g_series,LG-F500,0,0,,N,32,A,0,,
426,427,스마트폰,lg,g_series,LG-F500,0,0,,N,32,B,0,,
427,428,스마트폰,lg,g_series,LG-F500,0,0,,N,32,N,0,,
428,429,스마트폰,lg,g_series,LG-F500,0,0,,메탈릭 그레이,N,S,0,,
429,430,스마트폰,lg,g_series,LG-F500,0,0,,메탈릭 그레이,N,A,0,,
430,431,스마트폰,lg,g_series,LG-F500,0,0,,메탈릭 그레이,N,B,0,,
431,432,스마트폰,lg,g_series,LG-F500,0,0,,메탈릭 그레이,N,N,0,,
432,433,스마트폰,lg,g_series,LG-F500,0,0,,세라믹 화이트,N,S,0,,
433,434,스마트폰,lg,g_series,LG-F500,0,0,,세라믹 화이트,N,A,0,,
434,435,스마트폰,lg,g_series,LG-F500,0,0,,세라믹 화이트,N,B,0,,
435,436,스마트폰,lg,g_series,LG-F500,0,0,,세라믹 화이트,N,N,0,,
436,437,스마트폰,lg,g_series,LG-F500,0,0,,골드,N,S,0,,
437,438,스마트폰,lg,g_series,LG-F500,0,0,,골드,N,A,0,,
438,439,스마트폰,lg,g_series,LG-F500,0,0,,골드,N,B,0,,
439,440,스마트폰,lg,g_series,LG-F500,0,0,,골드,N,N,0,,
440,441,스마트폰,lg,g_series,LG-F500,0,0,,N,N,S,4,coupang,4
441,442,스마트폰,lg,g_series,LG-F500,0,0,,N,N,A,4,coupang,4
442,443,스마트폰,lg,g_series,LG-F500,0,0,,N,N,B,4,coupang,4
443,444,스마트폰,lg,g_series,LG-F500,0,0,,N,N,N,0,,
444,445,스마트폰,lg,g_series,LG-F700,0,0,,티탄,32,S,0,,
445,446,스마트폰,lg,g_series,LG-F700,0,0,,티탄,32,A,0,,
446,447,스마트폰,lg,g_series,LG-F700,0,0,,티탄,32,B,0,,
447,448,스마트폰,lg,g_series,LG-F700,0,0,,티탄,32,N,0,,
448,449,스마트폰,lg,g_series,LG-F700,0,0,,골드,32,S,0,,
449,450,스마트폰,lg,g_series,LG-F700,0,0,,골드,32,A,0,,
450,451,스마트폰,lg,g_series,LG-F700,0,0,,골드,32,B,1,bunjang,1
451,452,스마트폰,lg,g_series,LG-F700,0,0,,골드,32,N,0,,
452,453,스마트폰,lg,g_series,LG-F700,0,0,,실버,32,S,0,,
453,454,스마트폰,lg,g_series,LG-F700,0,0,,실버,32,A,0,,
454,455,스마트폰,lg,g_series,LG-F700,0,0,,실버,32,B,0,,
455,456,스마트폰,lg,g_series,LG-F700,0,0,,실버,32,N,0,,
456,457,스마트폰,lg,g_series,LG-F700,0,0,,핑크,32,S,0,,
457,458,스마트폰,lg,g_series,LG-F700,0,0,,핑크,32,A,0,,
458,459,스마트폰,lg,g_series,LG-F700,0,0,,핑크,32,B,0,,
459,460,스마트폰,lg,g_series,LG-F700,0,0,,핑크,32,N,0,,
460,461,스마트폰,lg,g_series,LG-F700,0,0,,N,32,S,0,,
461,462,스마트폰,lg,g_series,LG-F700,0,0,,N,32,A,0,,
462,463,스마트폰,lg,g_series,LG-F700,0,0,,N,32,B,0,,
463,464,스마트폰,lg,g_series,LG-F700,0,0,,N,32,N,0,,
464,465,스마트폰,lg,g_series,LG-F700,0,0,,티탄,N,S,0,,
465,466,스마트폰,lg,g_series,LG-F700,0,0,,티탄,N,A,0,,
466,467,스마트폰,lg,g_series,LG-F700,0,0,,티탄,N,B,0,,
467,468,스마트폰,lg,g_series,LG-F700,0,0,,티탄,N,N,0,,
468,469,스마트폰,lg,g_series,LG-F700,0,0,,골드,N,S,1,coupang,1
469,470,스마트폰,lg,g_series,LG-F700,0,0,,골드,N,A,1,coupang,1
470,471,스마트폰,lg,g_series,LG-F700,0,0,,골드,N,B,1,coupang,1
471,472,스마트폰,lg,g_series,LG-F700,0,0,,골드,N,N,0,,
472,473,스마트폰,lg,g_series,LG-F700,0,0,,실버,N,S,1,coupang,1
473,474,스마트폰,lg,g_series,LG-F700,0,0,,실버,N,A,1,coupang,1
474,475,스마트폰,lg,g_series,LG-F700,0,0,,실버,N,B,1,coupang,1
475,476,스마트폰,lg,g_series,LG-F700,0,0,,실버,N,N,0,,
476,477,스마트폰,lg,g_series,LG-F700,0,0,,핑크,N,S,1,coupang,1
477,478,스마트폰,lg,g_series,LG-F700,0,0,,핑크,N,A,1,coupang,1
478,479,스마트폰,lg,g_series,LG-F700,0,0,,핑크,N,B,1,coupang,1
479,480,스마트폰,lg,g_series,LG-F700,0,0,,핑크,N,N,0,,
480,481,스마트폰,lg,g_series,LG-F700,0,0,,N,N,S,3,coupang,3
481,482,스마트폰,lg,g_series,LG-F700,0,0,,N,N,A,4,coupang,4
482,483,스마트폰,lg,g_series,LG-F700,0,0,,N,N,B,4,coupang,4
483,484,스마트폰,lg,g_series,LG-F700,0,0,,N,N,N,0,,
484,485,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,32,S,1,coupang,1
485,486,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,32,A,1,coupang,1
486,487,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,32,B,1,coupang,1
487,488,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,32,N,0,,
488,489,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,32,S,0,,
489,490,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,32,A,0,,
490,491,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,32,B,0,,
491,492,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,32,N,0,,
492,493,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,32,S,0,,
493,494,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,32,A,0,,
494,495,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,32,B,0,,
495,496,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,32,N,0,,
496,497,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,32,S,0,,
497,498,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,32,A,1,bunjang,1
498,499,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,32,B,0,,
499,500,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,32,N,0,,
500,501,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,32,S,0,,
501,502,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,32,A,0,,
502,503,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,32,B,0,,
503,504,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,32,N,0,,
504,505,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,32,S,0,,
505,506,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,32,A,0,,
506,507,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,32,B,0,,
507,508,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,32,N,0,,
508,509,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,32,S,0,,
509,510,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,32,A,0,,
510,511,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,32,B,0,,
511,512,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,32,N,0,,
512,513,스마트폰,lg,g_series,LGM-G600,0,0,,N,32,S,4,coupang,4
513,514,스마트폰,lg,g_series,LGM-G600,0,0,,N,32,A,4,coupang,4
514,515,스마트폰,lg,g_series,LGM-G600,0,0,,N,32,B,3,coupang,3
515,516,스마트폰,lg,g_series,LGM-G600,0,0,,N,32,N,0,,
516,517,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,64,S,2,coupang,2
517,518,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,64,A,1,coupang,1
518,519,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,64,B,6,bunjang|coupang,4|2
519,520,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,64,N,0,,
520,521,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,64,S,1,coupang,1
521,522,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,64,A,1,coupang,1
522,523,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,64,B,1,coupang,1
523,524,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,64,N,0,,
524,525,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,64,S,0,,
525,526,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,64,A,0,,
526,527,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,64,B,0,,
527,528,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,64,N,0,,
528,529,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,64,S,0,,
529,530,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,64,A,0,,
530,531,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,64,B,0,,
531,532,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,64,N,0,,
532,533,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,64,S,1,bunjang,1
533,534,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,64,A,0,,
534,535,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,64,B,0,,
535,536,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,64,N,0,,
536,537,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,64,S,0,,
537,538,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,64,A,0,,
538,539,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,64,B,0,,
539,540,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,64,N,0,,
540,541,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,64,S,0,,
541,542,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,64,A,0,,
542,543,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,64,B,0,,
543,544,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,64,N,0,,
544,545,스마트폰,lg,g_series,LGM-G600,0,0,,N,64,S,4,coupang,4
545,546,스마트폰,lg,g_series,LGM-G600,0,0,,N,64,A,2,coupang,2
546,547,스마트폰,lg,g_series,LGM-G600,0,0,,N,64,B,6,bunjang|coupang,1|5
547,548,스마트폰,lg,g_series,LGM-G600,0,0,,N,64,N,0,,
548,549,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,N,S,0,,
549,550,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,N,A,0,,
550,551,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,N,B,0,,
551,552,스마트폰,lg,g_series,LGM-G600,0,0,,아스트로 블랙,N,N,0,,
552,553,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,N,S,0,,
553,554,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,N,A,0,,
554,555,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,N,B,0,,
555,556,스마트폰,lg,g_series,LGM-G600,0,0,,미스틱 화이트,N,N,0,,
556,557,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,N,S,0,,
557,558,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,N,A,0,,
558,559,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,N,B,0,,
559,560,스마트폰,lg,g_series,LGM-G600,0,0,,아이스 플래티넘,N,N,0,,
560,561,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,N,S,0,,
561,562,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,N,A,0,,
562,563,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,N,B,0,,
563,564,스마트폰,lg,g_series,LGM-G600,0,0,,테라 골드,N,N,0,,
564,565,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,N,S,0,,
565,566,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,N,A,0,,
566,567,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,N,B,0,,
567,568,스마트폰,lg,g_series,LGM-G600,0,0,,마린 블루,N,N,0,,
568,569,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,N,S,0,,
569,570,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,N,A,0,,
570,571,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,N,B,0,,
571,572,스마트폰,lg,g_series,LGM-G600,0,0,,라벤더 바이올렛,N,N,0,,
572,573,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,N,S,0,,
573,574,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,N,A,0,,
574,575,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,N,B,0,,
575,576,스마트폰,lg,g_series,LGM-G600,0,0,,라즈베리 로즈,N,N,0,,
576,577,스마트폰,lg,g_series,LGM-G600,0,0,,N,N,S,0,,
577,578,스마트폰,lg,g_series,LGM-G600,0,0,,N,N,A,0,,
578,579,스마트폰,lg,g_series,LGM-G600,0,0,,N,N,B,1,naver,1
579,580,스마트폰,lg,g_series,LGM-G600,0,0,,N,N,N,0,,
580,581,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 아스트로 블랙,128,S,0,,
581,582,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 아스트로 블랙,128,A,0,,
582,583,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 아스트로 블랙,128,B,0,,
583,584,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 아스트로 블랙,128,N,0,,
584,585,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 테라 골드,128,S,0,,
585,586,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 테라 골드,128,A,0,,
586,587,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 테라 골드,128,B,0,,
587,588,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 테라 골드,128,N,0,,
588,589,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 마린 블루,128,S,0,,
589,590,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 마린 블루,128,A,0,,
590,591,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 마린 블루,128,B,0,,
591,592,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 마린 블루,128,N,0,,
592,593,스마트폰,lg,g_series,LGM-G600P,0,0,,N,128,S,1,Phone85,1
593,594,스마트폰,lg,g_series,LGM-G600P,0,0,,N,128,A,1,Phone85,1
594,595,스마트폰,lg,g_series,LGM-G600P,0,0,,N,128,B,0,,
595,596,스마트폰,lg,g_series,LGM-G600P,0,0,,N,128,N,0,,
596,597,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 아스트로 블랙,N,S,0,,
597,598,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 아스트로 블랙,N,A,0,,
598,599,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 아스트로 블랙,N,B,0,,
599,600,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 아스트로 블랙,N,N,0,,
600,601,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 테라 골드,N,S,0,,
601,602,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 테라 골드,N,A,0,,
602,603,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 테라 골드,N,B,0,,
603,604,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 테라 골드,N,N,0,,
604,605,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 마린 블루,N,S,0,,
605,606,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 마린 블루,N,A,0,,
606,607,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 마린 블루,N,B,0,,
607,608,스마트폰,lg,g_series,LGM-G600P,0,0,,옵티컬 마린 블루,N,N,0,,
608,609,스마트폰,lg,g_series,LGM-G600P,0,0,,N,N,S,2,Phone85,2
609,610,스마트폰,lg,g_series,LGM-G600P,0,0,,N,N,A,2,Phone85,2
610,611,스마트폰,lg,g_series,LGM-G600P,0,0,,N,N,B,0,,
611,612,스마트폰,lg,g_series,LGM-G600P,0,0,,N,N,N,0,,
612,613,스마트폰,lg,g_series,LM-G710,0,0,,뉴 오로라 블랙,64,S,2,bunjang,2
613,614,스마트폰,lg,g_series,LM-G710,0,0,,뉴 오로라 블랙,64,A,0,,
614,615,스마트폰,lg,g_series,LM-G710,0,0,,뉴 오로라 블랙,64,B,1,bunjang,1
615,616,스마트폰,lg,g_series,LM-G710,0,0,,뉴 오로라 블랙,64,N,0,,
616,617,스마트폰,lg,g_series,LM-G710,0,0,,뉴 모로칸 블루,64,S,0,,
617,618,스마트폰,lg,g_series,LM-G710,0,0,,뉴 모로칸 블루,64,A,2,bunjang,2
618,619,스마트폰,lg,g_series,LM-G710,0,0,,뉴 모로칸 블루,64,B,1,bunjang,1
619,620,스마트폰,lg,g_series,LM-G710,0,0,,뉴 모로칸 블루,64,N,0,,
620,621,스마트폰,lg,g_series,LM-G710,0,0,,라즈베리 로즈,64,S,0,,
621,622,스마트폰,lg,g_series,LM-G710,0,0,,라즈베리 로즈,64,A,0,,
622,623,스마트폰,lg,g_series,LM-G710,0,0,,라즈베리 로즈,64,B,3,bunjang,3
623,624,스마트폰,lg,g_series,LM-G710,0,0,,라즈베리 로즈,64,N,0,,
624,625,스마트폰,lg,g_series,LM-G710,0,0,,N,64,S,0,,
625,626,스마트폰,lg,g_series,LM-G710,0,0,,N,64,A,0,,
626,627,스마트폰,lg,g_series,LM-G710,0,0,,N,64,B,1,bunjang,1
627,628,스마트폰,lg,g_series,LM-G710,0,0,,N,64,N,0,,
628,629,스마트폰,lg,g_series,LM-G710,0,0,,뉴 오로라 블랙,N,S,3,coupang,3
629,630,스마트폰,lg,g_series,LM-G710,0,0,,뉴 오로라 블랙,N,A,2,coupang,2
