,ppl_id,ppl_maker,ppl_group,ppl_model_code,ppl_name,ppl_model_name,ppl_storage,ppl_class,ppl_hidden,ppl_average,ppl_average_date,ppl_average_old,ppl_average_old_date
574,575,samsung,s_series,SHV-E120,갤럭시S2 HD LTE,GalaxyS2 HD LTE,16,B,2,0,2021-05-10 16:13:26,0,2021-05-10 12:41:07
575,576,samsung,s_series,SHV-E120,갤럭시S2 HD LTE,GalaxyS2 HD LTE,16,N,2,0,2021-05-10 16:13:26,0,2021-05-10 12:41:07
576,577,samsung,s_series,SHV-E110,갤럭시S2 LTE,GalaxyS2 LTE,16,S,2,0,2021-05-10 16:13:26,0,2021-05-10 12:41:07
577,578,samsung,s_series,SHV-E110,갤럭시S2 LTE,GalaxyS2 LTE,16,A,1,0,2021-05-10 16:13:26,0,2021-05-10 12:41:07
578,579,samsung,s_series,SHV-E110,갤럭시S2 LTE,GalaxyS2 LTE,16,B,2,0,2021-05-10 16:13:27,0,2021-05-10 12:41:07
579,580,samsung,s_series,SHV-E110,갤럭시S2 LTE,GalaxyS2 LTE,16,N,2,0,2021-05-10 16:13:27,0,2021-05-10 12:41:07
580,581,samsung,s_series,SHW-M110,갤럭시S,GalaxyS,16,S,2,0,2021-05-10 16:13:27,0,2021-05-10 12:41:08
581,582,samsung,s_series,SHW-M110,갤럭시S,GalaxyS,16,A,1,0,2021-05-10 16:13:27,0,2021-05-10 12:41:08
582,583,samsung,s_series,SHW-M110,갤럭시S,GalaxyS,16,B,2,0,2021-05-10 16:13:27,0,2021-05-10 12:41:08
583,584,samsung,s_series,SHW-M110,갤럭시S,GalaxyS,16,N,2,0,2021-05-10 16:13:27,0,2021-05-10 12:41:08
584,585,samsung,s_series,SHW-M190,갤럭시S Hoppin,GalaxyS Hoppin,16,S,2,0,2021-05-10 16:13:27,0,2021-05-10 12:41:08
585,586,samsung,s_series,SHW-M190,갤럭시S Hoppin,GalaxyS Hoppin,16,A,1,0,2021-05-10 16:13:28,0,2021-05-10 12:41:08
586,587,samsung,s_series,SHW-M190,갤럭시S Hoppin,GalaxyS Hoppin,16,B,2,0,2021-05-10 16:13:28,0,2021-05-10 12:41:08
587,588,samsung,s_series,SHW-M190,갤럭시S Hoppin,GalaxyS Hoppin,16,N,2,0,2021-05-10 16:13:28,0,2021-05-10 12:41:08
588,589,samsung,samsung,SM-G720,갤럭시그랜드 맥스,GalaxyGrand Max,16,S,2,0,2021-05-10 16:13:28,0,2021-05-10 12:41:09
589,590,samsung,samsung,SM-G720,갤럭시그랜드 맥스,GalaxyGrand Max,16,A,1,0,2021-05-10 16:13:28,0,2021-05-10 12:41:09
590,591,samsung,samsung,SM-G720,갤럭시그랜드 맥스,GalaxyGrand Max,16,B,1,0,2021-05-10 16:13:28,0,2021-05-10 12:41:09
591,592,samsung,samsung,SM-G720,갤럭시그랜드 맥스,GalaxyGrand Max,16,N,2,0,2021-05-10 16:13:28,0,2021-05-10 12:41:09
592,593,samsung,samsung,SM-G710,갤럭시그랜드2,GalaxyGrand2,16,S,2,0,2021-05-10 16:13:29,0,2021-05-10 12:41:09
593,594,samsung,samsung,SM-G710,갤럭시그랜드2,GalaxyGrand2,16,A,1,0,2021-05-10 16:13:29,0,2021-05-10 12:41:09
594,595,samsung,samsung,SM-G710,갤럭시그랜드2,GalaxyGrand2,16,B,1,0,2021-05-10 16:13:29,0,2021-05-10 12:41:09
595,596,samsung,samsung,SM-G710,갤럭시그랜드2,GalaxyGrand2,16,N,2,0,2021-05-10 16:13:29,0,2021-05-10 12:41:10
596,597,samsung,samsung,SHV-E270,갤럭시그랜드,GalaxyGrand,8,S,2,0,2021-05-10 16:13:29,0,2021-05-10 12:41:10
597,598,samsung,samsung,SHV-E270,갤럭시그랜드,GalaxyGrand,8,A,2,0,2021-05-10 16:13:29,0,2021-05-10 12:41:10
598,599,samsung,samsung,SHV-E270,갤럭시그랜드,GalaxyGrand,8,B,2,20000,2021-05-10 16:13:30,20000,2021-05-10 12:41:10
599,600,samsung,samsung,SHV-E270,갤럭시그랜드,GalaxyGrand,8,N,2,0,2021-05-10 16:13:30,0,2021-05-10 12:41:10
600,601,samsung,note_series,SM-N971,갤럭시노트10,GalaxyNote10,256,S,0,568413,2021-05-11 17:42:10,514090,2021-05-11 06:37:12
601,602,samsung,note_series,SM-N971,갤럭시노트10,GalaxyNote10,256,A,0,501967,2021-05-11 17:42:10,477829,2021-05-11 06:37:12
602,603,samsung,note_series,SM-N971,갤럭시노트10,GalaxyNote10,256,B,2,442500,2021-05-11 17:42:10,435258,2021-05-11 06:37:12
603,604,samsung,note_series,SM-N971,갤럭시노트10,GalaxyNote10,256,N,2,348924,2021-05-10 16:13:31,350864,2021-05-10 12:41:11
604,605,samsung,note_series,SM-N976,갤럭시노트10 Plus,GalaxyNote10 Plus,256,S,0,564157,2021-05-11 17:42:10,541115,2021-05-11 06:37:12
605,606,samsung,note_series,SM-N976,갤럭시노트10 Plus,GalaxyNote10 Plus,256,A,0,532750,2021-05-11 17:42:10,502656,2021-05-11 06:37:12
606,607,samsung,note_series,SM-N976,갤럭시노트10 Plus,GalaxyNote10 Plus,256,B,2,484047,2021-05-11 17:42:10,476902,2021-05-11 06:37:12
607,608,samsung,note_series,SM-N976,갤럭시노트10 Plus,GalaxyNote10 Plus,256,N,2,417063,2021-05-10 16:13:31,414662,2021-05-10 12:41:11
608,609,samsung,note_series,SM-N976,갤럭시노트10 Plus,GalaxyNote10 Plus,512,S,0,582857,2021-05-11 17:42:10,563636,2021-05-11 06:37:12
609,610,samsung,note_series,SM-N976,갤럭시노트10 Plus,GalaxyNote10 Plus,512,A,0,587857,2021-05-11 17:42:10,585500,2021-05-11 06:37:12
610,611,samsung,note_series,SM-N976,갤럭시노트10 Plus,GalaxyNote10 Plus,512,B,2,580833,2021-05-11 17:42:10,592777,2021-05-11 06:37:12
611,612,samsung,note_series,SM-N976,갤럭시노트10 Plus,GalaxyNote10 Plus,512,N,2,448166,2021-05-10 16:13:32,447108,2021-05-10 12:41:12
612,613,samsung,note_series,SM-N960,갤럭시노트9,GalaxyNote9,128,S,0,300178,2021-05-11 17:42:10,383790,2021-05-11 06:37:12
613,614,samsung,note_series,SM-N960,갤럭시노트9,GalaxyNote9,128,A,0,256789,2021-05-11 17:42:10,285584,2021-05-11 06:37:12
614,615,samsung,note_series,SM-N960,갤럭시노트9,GalaxyNote9,128,B,0,252595,2021-05-11 17:42:10,239004,2021-05-11 06:37:12
615,616,samsung,note_series,SM-N960,갤럭시노트9,GalaxyNote9,128,N,2,226496,2021-05-10 16:13:32,226352,2021-05-10 12:41:12
616,617,samsung,note_series,SM-N960,갤럭시노트9,GalaxyNote9,512,S,0,352666,2021-05-11 17:42:10,345142,2021-05-11 06:37:12
617,618,samsung,note_series,SM-N960,갤럭시노트9,GalaxyNote9,512,A,0,332000,2021-05-11 17:42:10,331157,2021-05-11 06:37:12
618,619,samsung,note_series,SM-N960,갤럭시노트9,GalaxyNote9,512,B,0,289480,2021-05-11 17:42:10,315880,2021-05-11 06:37:12
619,620,samsung,note_series,SM-N960,갤럭시노트9,GalaxyNote9,512,N,2,261672,2021-05-10 16:13:33,260633,2021-05-10 12:41:13
620,621,samsung,note_series,SM-N950,갤럭시노트8,GalaxyNote8,64,S,0,234708,2021-05-11 17:42:10,299070,2021-05-11 06:37:12
621,622,samsung,note_series,SM-N950,갤럭시노트8,GalaxyNote8,64,A,0,202097,2021-05-11 17:42:10,228092,2021-05-11 06:37:12
622,623,samsung,note_series,SM-N950,갤럭시노트8,GalaxyNote8,64,B,0,172426,2021-05-11 17:42:10,171212,2021-05-11 06:37:12
623,624,samsung,note_series,SM-N950,갤럭시노트8,GalaxyNote8,64,N,2,118803,2021-05-10 16:13:34,118695,2021-05-10 12:41:14
624,625,samsung,note_series,SM-N950,갤럭시노트8,GalaxyNote8,256,S,0,331430,2021-05-11 17:42:10,291215,2021-05-11 06:37:12
625,626,samsung,note_series,SM-N950,갤럭시노트8,GalaxyNote8,256,A,0,287144,2021-05-11 17:42:10,266128,2021-05-11 06:37:12
626,627,samsung,note_series,SM-N950,갤럭시노트8,GalaxyNote8,256,B,0,229123,2021-05-11 17:42:10,220755,2021-05-11 06:37:12
627,628,samsung,note_series,SM-N950,갤럭시노트8,GalaxyNote8,256,N,2,151500,2021-05-10 16:13:34,152500,2021-05-10 12:41:14
628,629,samsung,note_series,SM-N935,갤럭시노트FE,GalaxyNoteFE,64,S,0,220000,2021-05-11 17:42:10,220000,2021-05-11 06:37:12
629,630,samsung,note_series,SM-N935,갤럭시노트FE,GalaxyNoteFE,64,A,1,200000,2021-05-11 17:42:10,200000,2021-05-11 06:37:12
630,631,samsung,note_series,SM-N935,갤럭시노트FE,GalaxyNoteFE,64,B,1,237228,2021-05-11 17:42:10,156000,2021-05-11 06:37:12
631,632,samsung,note_series,SM-N935,갤럭시노트FE,GalaxyNoteFE,64,N,2,68000,2021-05-10 16:13:35,63333,2021-05-10 12:41:15
632,633,samsung,note_series,SM-N930,갤럭시노트7,GalaxyNote7,64,S,2,105000,2021-05-11 17:42:10,105000,2021-05-11 06:37:12
633,634,samsung,note_series,SM-N930,갤럭시노트7,GalaxyNote7,64,A,1,97000,2021-05-11 17:42:10,97000,2021-05-11 06:37:12
634,635,samsung,note_series,SM-N930,갤럭시노트7,GalaxyNote7,64,B,1,235133,2021-05-11 17:42:10,238000,2021-05-11 06:37:12
635,636,samsung,note_series,SM-N930,갤럭시노트7,GalaxyNote7,64,N,2,90000,2021-05-10 16:13:36,90000,2021-05-10 12:41:15
636,637,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,32,S,2,120000,2021-05-11 17:42:10,120000,2021-05-11 06:37:12
637,638,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,32,A,0,98750,2021-05-11 17:42:10,95000,2021-05-11 06:37:12
638,639,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,32,B,0,81666,2021-05-11 17:42:10,76000,2021-05-11 06:37:12
639,640,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,32,N,2,65897,2021-05-10 16:13:36,65740,2021-05-10 12:41:16
640,641,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,64,S,2,117800,2021-05-11 17:42:10,117800,2021-05-11 06:37:12
641,642,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,64,A,0,115000,2021-05-11 17:42:10,115000,2021-05-11 06:37:12
642,643,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,64,B,0,89000,2021-05-11 17:42:10,92500,2021-05-11 06:37:12
643,644,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,64,N,2,67723,2021-05-10 16:13:37,68152,2021-05-10 12:41:17
644,645,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,128,S,2,0,2021-05-10 16:13:37,0,2021-05-10 12:41:17
645,646,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,128,A,1,0,2021-05-10 16:13:37,0,2021-05-10 12:41:17
646,647,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,128,B,1,0,2021-05-10 16:13:37,0,2021-05-10 12:41:17
647,648,samsung,note_series,SM-N920,갤럭시노트5,GalaxyNote5,128,N,2,100000,2021-05-10 16:13:37,100000,2021-05-10 12:41:17
648,649,samsung,note_series,SM-N910,갤럭시노트4,GalaxyNote4,32,S,2,0,2021-05-10 16:13:37,0,2021-05-10 12:41:17
649,650,samsung,note_series,SM-N910,갤럭시노트4,GalaxyNote4,32,A,0,55000,2021-05-10 16:13:38,55000,2021-05-10 12:41:17
650,651,samsung,note_series,SM-N910,갤럭시노트4,GalaxyNote4,32,B,0,50000,2021-05-11 17:42:10,58828,2021-05-11 06:37:12
651,652,samsung,note_series,SM-N910,갤럭시노트4,GalaxyNote4,32,N,2,45250,2021-05-10 16:13:38,43800,2021-05-10 12:41:18
652,653,samsung,note_series,SM-N916,갤럭시노트4 S-LTE,GalaxyNote4 S-LTE,32,S,2,0,2021-05-10 16:13:38,0,2021-05-10 12:41:18
653,654,samsung,note_series,SM-N916,갤럭시노트4 S-LTE,GalaxyNote4 S-LTE,32,A,1,0,2021-05-10 16:13:38,0,2021-05-10 12:41:18
654,655,samsung,note_series,SM-N916,갤럭시노트4 S-LTE,GalaxyNote4 S-LTE,32,B,1,0,2021-05-10 16:13:38,0,2021-05-10 12:41:18
655,656,samsung,note_series,SM-N916,갤럭시노트4 S-LTE,GalaxyNote4 S-LTE,32,N,2,23333,2021-05-10 16:13:39,25000,2021-05-10 12:41:18
656,657,samsung,note_series,SM-N915,갤럭시노트4 Edge,GalaxyNote4 Edge,32,S,2,0,2021-05-10 16:13:39,0,2021-05-10 12:41:18
657,658,samsung,note_series,SM-N915,갤럭시노트4 Edge,GalaxyNote4 Edge,32,A,1,0,2021-05-10 16:13:39,0,2021-05-10 12:41:19
658,659,samsung,note_series,SM-N915,갤럭시노트4 Edge,GalaxyNote4 Edge,32,B,1,0,2021-05-10 16:13:39,0,2021-05-10 12:41:19
659,660,samsung,note_series,SM-N915,갤럭시노트4 Edge,GalaxyNote4 Edge,32,N,2,95000,2021-05-10 16:13:39,95000,2021-05-10 12:41:19
660,661,samsung,note_series,SM-N915,갤럭시노트4 Edge,GalaxyNote4 Edge,64,S,2,0,2021-05-10 16:13:39,0,2021-05-10 12:41:19
661,662,samsung,note_series,SM-N915,갤럭시노트4 Edge,GalaxyNote4 Edge,64,A,1,0,2021-05-10 16:13:39,0,2021-05-10 12:41:19
662,663,samsung,note_series,SM-N915,갤럭시노트4 Edge,GalaxyNote4 Edge,64,B,1,0,2021-05-10 16:13:40,0,2021-05-10 12:41:19
663,664,samsung,note_series,SM-N915,갤럭시노트4 Edge,GalaxyNote4 Edge,64,N,2,0,2021-05-10 16:13:40,0,2021-05-10 12:41:19
664,665,samsung,note_series,SM-N900,갤럭시노트3,GalaxyNote3,32,S,2,0,2021-05-10 16:13:40,0,2021-05-10 12:41:20
665,666,samsung,note_series,SM-N900,갤럭시노트3,GalaxyNote3,32,A,0,42500,2021-05-10 16:13:40,42500,2021-05-10 12:41:20
666,667,samsung,note_series,SM-N900,갤럭시노트3,GalaxyNote3,32,B,1,0,2021-05-10 16:13:40,0,2021-05-10 12:41:20
667,668,samsung,note_series,SM-N900,갤럭시노트3,GalaxyNote3,32,N,2,28333,2021-05-10 16:13:41,28333,2021-05-10 12:41:20
668,669,samsung,note_series,SM-N750,갤럭시노트3 Neo,GalaxyNote3 Neo,16,S,2,0,2021-05-10 16:13:41,0,2021-05-10 12:41:20
669,670,samsung,note_series,SM-N750,갤럭시노트3 Neo,GalaxyNote3 Neo,16,A,1,0,2021-05-10 16:13:41,0,2021-05-10 12:41:20
670,671,samsung,note_series,SM-N750,갤럭시노트3 Neo,GalaxyNote3 Neo,16,B,1,0,2021-05-10 16:13:41,0,2021-05-10 12:41:20
671,672,samsung,note_series,SM-N750,갤럭시노트3 Neo,GalaxyNote3 Neo,16,N,2,0,2021-05-10 16:13:41,0,2021-05-10 12:41:21
672,673,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,16,S,2,0,2021-05-10 16:13:41,0,2021-05-10 12:41:21
673,674,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,16,A,1,0,2021-05-10 16:13:41,0,2021-05-10 12:41:21
674,675,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,16,B,2,0,2021-05-10 16:13:42,0,2021-05-10 12:41:21
675,676,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,16,N,2,0,2021-05-10 16:13:42,0,2021-05-10 12:41:21
676,677,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,32,S,2,0,2021-05-10 16:13:42,0,2021-05-10 12:41:21
677,678,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,32,A,1,0,2021-05-10 16:13:42,0,2021-05-10 12:41:21
678,679,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,32,B,2,0,2021-05-10 16:13:42,0,2021-05-10 12:41:22
679,680,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,32,N,2,35000,2021-05-10 16:13:42,35000,2021-05-10 12:41:22
680,681,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,64,S,2,0,2021-05-10 16:13:43,0,2021-05-10 12:41:22
681,682,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,64,A,1,0,2021-05-10 16:13:43,0,2021-05-10 12:41:22
682,683,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,64,B,2,0,2021-05-10 16:13:43,0,2021-05-10 12:41:22
683,684,samsung,note_series,SHV-E250,갤럭시노트2,GalaxyNote2,64,N,2,0,2021-05-10 16:13:43,0,2021-05-10 12:41:22
684,685,samsung,note_series,SHV-E160,갤럭시노트,GalaxyNote,16,S,2,0,2021-05-10 16:13:43,0,2021-05-10 12:41:22
685,686,samsung,note_series,SHV-E160,갤럭시노트,GalaxyNote,16,A,2,0,2021-05-10 16:13:43,0,2021-05-10 12:41:23
686,687,samsung,note_series,SHV-E160,갤럭시노트,GalaxyNote,16,B,2,0,2021-05-10 16:13:43,0,2021-05-10 12:41:23
687,688,samsung,note_series,SHV-E160,갤럭시노트,GalaxyNote,16,N,2,10000,2021-05-10 16:13:44,10000,2021-05-10 12:41:23
688,689,samsung,note_series,SHV-E160,갤럭시노트,GalaxyNote,32,S,2,0,2021-05-10 16:13:44,0,2021-05-10 12:41:23
689,690,samsung,note_series,SHV-E160,갤럭시노트,GalaxyNote,32,A,1,0,2021-05-10 16:13:44,0,2021-05-10 12:41:23
690,691,samsung,note_series,SHV-E160,갤럭시노트,GalaxyNote,32,B,2,0,2021-05-10 16:13:44,0,2021-05-10 12:41:23
691,692,samsung,note_series,SHV-E160,갤럭시노트,GalaxyNote,32,N,2,0,2021-05-10 16:13:44,0,2021-05-10 12:41:23
692,693,samsung,samsung_folder,SM-G160,갤럭시폴더2,GalaxyFolder2,16,S,2,100000,2021-05-11 17:42:10,100000,2021-05-10 15:31:34
693,694,samsung,samsung_folder,SM-G160,갤럭시폴더2,GalaxyFolder2,16,A,0,100000,2021-05-11 06:37:12,44700,2021-05-10 16:13:44
694,695,samsung,samsung_folder,SM-G160,갤럭시폴더2,GalaxyFolder2,16,B,0,75000,2021-05-11 17:42:10,72222,2021-05-11 06:37:12
695,696,samsung,samsung_folder,SM-G160,갤럭시폴더2,GalaxyFolder2,16,N,2,62916,2021-05-10 16:13:45,63181,2021-05-10 12:41:24
696,697,samsung,samsung_folder,SM-G160,갤럭시폴더2,GalaxyFolder2,32,S,2,152142,2021-05-10 16:13:45,152142,2021-05-10 12:41:24
697,698,samsung,samsung_folder,SM-G160,갤럭시폴더2,GalaxyFolder2,32,A,0,86333,2021-05-10 16:13:45,89000,2021-05-10 12:41:24
698,699,samsung,samsung_folder,SM-G160,갤럭시폴더2,GalaxyFolder2,32,B,1,90000,2021-05-11 17:42:10,90000,2021-05-11 06:37:12
699,700,samsung,samsung_folder,SM-G160,갤럭시폴더2,GalaxyFolder2,32,N,2,137739,2021-05-10 16:13:45,144875,2021-05-10 12:41:25
700,701,samsung,samsung,SM-G610,갤럭시 온7 2016,Galaxy On7 2016,16,S,2,0,2021-05-10 16:13:46,0,2021-05-10 12:41:25
701,702,samsung,samsung,SM-G610,갤럭시 온7 2016,Galaxy On7 2016,16,A,1,60000,2021-05-11 17:42:10,60000,2021-05-11 06:37:12
702,703,samsung,samsung,SM-G610,갤럭시 온7 2016,Galaxy On7 2016,16,B,1,60000,2021-05-11 17:42:10,60000,2021-05-11 06:37:12
703,704,samsung,samsung,SM-G610,갤럭시 온7 2016,Galaxy On7 2016,16,N,2,0,2021-05-10 16:13:46,0,2021-05-10 12:41:25
704,705,samsung,samsung,SM-G600,갤럭시와이드,GalaxyWide,16,S,2,0,2021-05-10 16:13:46,0,2021-05-10 12:41:25
705,706,samsung,samsung,SM-G600,갤럭시와이드,GalaxyWide,16,A,0,40000,2021-05-10 16:13:46,40000,2021-05-10 12:41:25
706,707,samsung,samsung,SM-G600,갤럭시와이드,GalaxyWide,16,B,1,0,2021-05-10 16:13:46,0,2021-05-10 12:41:26
707,708,samsung,samsung,SM-G600,갤럭시와이드,GalaxyWide,16,N,2,29600,2021-05-10 16:13:47,35000,2021-05-10 12:41:26
708,709,samsung,samsung,SM-J737,갤럭시와이드3,GalaxyWide3,32,S,0,75000,2021-05-10 16:13:47,75000,2021-05-10 12:41:26
709,710,samsung,samsung,SM-J737,갤럭시와이드3,GalaxyWide3,32,A,0,71111,2021-05-10 16:13:47,66666,2021-05-10 12:41:26
710,711,samsung,samsung,SM-J737,갤럭시와이드3,GalaxyWide3,32,B,1,62500,2021-05-11 17:42:10,63333,2021-05-11 06:37:12
711,712,samsung,samsung,SM-J737,갤럭시와이드3,GalaxyWide3,32,N,2,56388,2021-05-10 16:13:47,60000,2021-05-10 12:41:26
712,713,samsung,samsung,SM-G850,갤럭시알파,GalaxyAlpha,32,S,2,0,2021-05-10 16:13:47,0,2021-05-10 12:41:26
713,714,samsung,samsung,SM-G850,갤럭시알파,GalaxyAlpha,32,A,1,0,2021-05-10 16:13:48,0,2021-05-10 12:41:26
714,715,samsung,samsung,SM-G850,갤럭시알파,GalaxyAlpha,32,B,1,40000,2021-05-11 17:42:10,40000,2021-05-11 06:37:12
715,716,samsung,samsung,SM-G850,갤럭시알파,GalaxyAlpha,32,N,2,25000,2021-05-10 16:13:48,25000,2021-05-10 12:41:27
716,717,samsung,samsung,SHW-M585,갤럭시코어,GalaxyCore,8,S,2,0,2021-05-10 16:13:48,0,2021-05-10 12:41:27
717,718,samsung,samsung,SHW-M585,갤럭시코어,GalaxyCore,8,A,1,0,2021-05-10 16:13:48,0,2021-05-10 12:41:27
718,719,samsung,samsung,SHW-M585,갤럭시코어,GalaxyCore,8,B,1,0,2021-05-10 16:13:48,0,2021-05-10 12:41:27
719,720,samsung,samsung,SHW-M585,갤럭시코어,GalaxyCore,8,N,2,0,2021-05-10 16:13:48,0,2021-05-10 12:41:27
720,721,samsung,samsung,SHW-M580,갤럭시코어 Safe,GalaxyCore Safe,8,S,2,0,2021-05-10 16:13:49,0,2021-05-10 12:41:27
721,722,samsung,samsung,SHW-M580,갤럭시코어 Safe,GalaxyCore Safe,8,A,1,0,2021-05-10 16:13:49,0,2021-05-10 12:41:28
722,723,samsung,samsung,SHW-M580,갤럭시코어 Safe,GalaxyCore Safe,8,B,1,0,2021-05-10 16:13:49,0,2021-05-10 12:41:28
723,724,samsung,samsung,SHW-M580,갤럭시코어 Safe,GalaxyCore Safe,8,N,2,0,2021-05-10 16:13:49,0,2021-05-10 12:41:28
724,725,samsung,samsung,SHW-M570,갤럭시코어 Advance,GalaxyCore Advance,8,S,2,0,2021-05-10 16:13:49,0,2021-05-10 12:41:28
725,726,samsung,samsung,SHW-M570,갤럭시코어 Advance,GalaxyCore Advance,8,A,1,0,2021-05-10 16:13:49,0,2021-05-10 12:41:28
726,727,samsung,samsung,SHW-M570,갤럭시코어 Advance,GalaxyCore Advance,8,B,1,0,2021-05-10 16:13:49,0,2021-05-10 12:41:29
727,728,samsung,samsung,SHW-M570,갤럭시코어 Advance,GalaxyCore Advance,8,N,2,0,2021-05-10 16:13:50,0,2021-05-10 12:41:29
728,729,samsung,samsung,SM-T255,갤럭시W,GalaxyW,16,S,2,0,2021-05-10 16:13:50,0,2021-05-10 12:41:29
729,730,samsung,samsung,SM-T255,갤럭시W,GalaxyW,16,A,0,40000,2021-05-10 16:13:50,40000,2021-05-10 12:41:29
730,731,samsung,samsung,SM-T255,갤럭시W,GalaxyW,16,B,1,0,2021-05-10 16:13:50,0,2021-05-10 12:41:29
731,732,samsung,samsung,SM-T255,갤럭시W,GalaxyW,16,N,2,0,2021-05-10 16:13:50,0,2021-05-10 12:41:29
732,733,samsung,samsung,SM-C115,갤럭시줌2,GalaxyZoom2,8,S,2,0,2021-05-10 16:13:50,0,2021-05-10 12:41:29
733,734,samsung,samsung,SM-C115,갤럭시줌2,GalaxyZoom2,8,A,1,0,2021-05-10 16:13:51,0,2021-05-10 12:41:30
734,735,samsung,samsung,SM-C115,갤럭시줌2,GalaxyZoom2,8,B,1,0,2021-05-10 16:13:51,0,2021-05-10 12:41:30
735,736,samsung,samsung,SM-C115,갤럭시줌2,GalaxyZoom2,8,N,2,0,2021-05-10 16:13:51,0,2021-05-10 12:41:30
736,737,samsung,samsung,SM-C115,갤럭시줌2,GalaxyZoom2,16,S,2,0,2021-05-10 16:13:51,0,2021-05-10 12:41:30
737,738,samsung,samsung,SM-C115,갤럭시줌2,GalaxyZoom2,16,A,1,0,2021-05-10 16:13:51,0,2021-05-10 12:41:30
738,739,samsung,samsung,SM-C115,갤럭시줌2,GalaxyZoom2,16,B,1,0,2021-05-10 16:13:51,0,2021-05-10 12:41:30
739,740,samsung,samsung,SM-C115,갤럭시줌2,GalaxyZoom2,16,N,2,40000,2021-05-10 16:13:51,40000,2021-05-10 12:41:30
740,741,samsung,samsung,SHV-E500,갤럭시윈,GalaxyWin,8,S,2,0,2021-05-10 16:13:52,0,2021-05-10 12:41:31
741,742,samsung,samsung,SHV-E500,갤럭시윈,GalaxyWin,8,A,1,0,2021-05-10 16:13:52,0,2021-05-10 12:41:31
742,743,samsung,samsung,SHV-E500,갤럭시윈,GalaxyWin,8,B,1,0,2021-05-10 16:13:52,0,2021-05-10 12:41:31
743,744,samsung,samsung,SHV-E500,갤럭시윈,GalaxyWin,8,N,2,0,2021-05-10 16:13:52,0,2021-05-10 12:41:31
744,745,samsung,samsung,SM-G910,갤럭시라운드,GalaxyRound,32,S,2,0,2021-05-10 16:13:52,0,2021-05-10 12:41:31
745,746,samsung,samsung,SM-G910,갤럭시라운드,GalaxyRound,32,A,1,0,2021-05-10 16:13:52,0,2021-05-10 12:41:31
746,747,samsung,samsung,SM-G910,갤럭시라운드,GalaxyRound,32,B,1,0,2021-05-10 16:13:52,0,2021-05-10 12:41:31
747,748,samsung,samsung,SM-G910,갤럭시라운드,GalaxyRound,32,N,2,0,2021-05-10 16:13:53,0,2021-05-10 12:41:32
748,749,samsung,samsung,SHV-E400,갤럭시골든,GalaxyGolden,16,S,2,0,2021-05-10 16:13:53,0,2021-05-10 12:41:32
749,750,samsung,samsung,SHV-E400,갤럭시골든,GalaxyGolden,16,A,1,0,2021-05-10 16:13:53,0,2021-05-10 12:41:32
750,751,samsung,samsung,SHV-E400,갤럭시골든,GalaxyGolden,16,B,1,0,2021-05-10 16:13:53,0,2021-05-10 12:41:32
751,752,samsung,samsung,SHV-E400,갤럭시골든,GalaxyGolden,16,N,2,0,2021-05-10 16:13:53,0,2021-05-10 12:41:32
752,753,samsung,samsung,SHV-E310,갤럭시메가 6.3,GalaxyMega 6.3,16,S,2,0,2021-05-10 16:13:53,0,2021-05-10 12:41:32
753,754,samsung,samsung,SHV-E310,갤럭시메가 6.3,GalaxyMega 6.3,16,A,1,0,2021-05-10 16:13:54,0,2021-05-10 12:41:32
754,755,samsung,samsung,SHV-E310,갤럭시메가 6.3,GalaxyMega 6.3,16,B,1,0,2021-05-10 16:13:54,0,2021-05-10 12:41:33
755,756,samsung,samsung,SHV-E310,갤럭시메가 6.3,GalaxyMega 6.3,16,N,2,40000,2021-05-10 16:13:54,40000,2021-05-10 12:41:33
756,757,samsung,samsung,SHV-E220,갤럭시팝,GalaxyPop,8,S,2,0,2021-05-10 16:13:54,0,2021-05-10 12:41:33
757,758,samsung,samsung,SHV-E220,갤럭시팝,GalaxyPop,8,A,1,0,2021-05-10 16:13:54,0,2021-05-10 12:41:33
